Baustein-oa,will-mo
Wissenschaftler-sb,Studie-nk
Story-sb,funktioniert-ROOT
Frankfurt-nk,gestört-oc
Minister-sb,Kontakt-nk
Treppenputzen-sb,kam-ROOT
Kimia-sb,Stadt-nk
Tonne-sb,zitiert-ROOT
Feinheiten-sb,Falle-nk
Tag-nk,tun-ROOT
Deep-pnc,Herzen-nk
Spiele-sb,Ländern-nk
Fußball-sb,Köln-nk
Spiel-oa,protestieren-mo
Anker-nk,befürworte-ROOT
Fans-sb,gehören-oc
Taxi-oa,machen-oc
Parteipolitik-nk,denkt-ROOT
Nagelsmann-sb,Leute-nk
Wendler-sb,Sonntagabend-nk
Caligarisme-sb,Weltruhm-nk
Michael-pnc,Soldat-nk
Mord-sb,ereignet-oc
Hopp-nk,zuzuklatschen-mo
Besteigen-sb,sagen-oc
Evangelium-oa,führten-ROOT
Mittelschichtsklientel-oa,treibt-oc
BVB-Anhänger-sb,Fans-oa
Welt-nk,träumen-oc
Außenminister-nk,erklärte-cj
Regierungspartei-sb,Abschneiden-nk
du-pnc,BFMTV-nk
Universum-nk,sagte-ROOT
Banner-sb,musste-ROOT
FC-nk,steht-ROOT
Asylberechtigte-nk,musste-ROOT
Caligari-nk,gab-ROOT
Wahl-nk,können-ROOT
Sars-CoV-2-sb,nachgewiesen-oc
Heilbronn-sb,Fälle-oa
Religion-sb,Rechtsgüter-oa
Wochenende-nk,verhinderte-ROOT
Michael-pnc,Fall-nk
Italien-nk,dürften-ROOT
Studie-nk,kommt-ROOT
von-pnc,Ermittlungen-oa
Plätze-sb,Rushhour-nk
FH-nk,darf-ROOT
Abläufe-sb,gestört-oc
Parteitagsbeschluss-sb,Linkspolitiker-oa
Holzkiste-sb,gleitet-ROOT
Europapolitik-sb,Kritik-oa
Rechtsradikale-sb,liegt-rs
Sachen-oa,entwerfen-re
BMW-nk,hieß-ROOT
Wirtschaftsminister-sb,kann-ROOT
Unterstützung-sb,Montag-nk
Maßnahme-sb,Gratis-Transport-nk
Weihnachten-nk,steht-ROOT
Versorgung-sb,drohen-oc
Ort-nk,müssen-oc
Griechenland-sb,Hilfe-nk
Monat-nk,traf-ROOT
Senta-pnc,lernten-rs
Pocher-sb,stellte-ROOT
Trash-Talk-oa,Kann-rs
Weitergabe-oa,erhält-ROOT
Rolle-nk,besorgen-ROOT
Aufsichtsratsboss-pnc,empfängt-ROOT
Vorstandschef-sb,rechnen-oc
EU-sb,Bildern-nk
Wohnung-sb,Jahrzehnte-oa
Reston-nk,versteckt-ROOT
Februar-nk,möchte-cj
5G-Netz-nk,soll-rc
Hunter-nk,foltert-ROOT
Finanzierung-sb,Papier-nk
Lund-nk,wollten-ROOT
Süß-nk,wirkte-ROOT
Mädchen-nk,gibt-ROOT
AfD-sb,Mittwoch-nk
Jahr-nk,begrenzt-oc
Mailand-nk,sollte-ROOT
Nummer-nk,betonte-ROOT
Milliardär-sb,SAP-nk
Themen-nk,bewegen-nk
Podcast-App-oa,verpassen-mo
Latte-sb,lassen-oc
Abenteuer-oa,ansprechen-oc
Deer-pnc,Filme-oa
Bahnstrecke-sb,Auto-nk
Kroos-sb,Vidal-nk
Faktoren-sb,erschweren-ROOT
Gewerkschaft-sb,lässt-ROOT
Elektroauto-oa,blicken-ROOT
Now-oa,machen-rc
Bundesligavereine-sb,unterwandern-sb
Narzissten-sb,Gruppensprecher-nk
Influencer-nk,etabliert-oc
Bestand-sb,ausgehandelte-nk
Verhoeven-nk,zeigt-ROOT
Deutschland-nk,sagte-ROOT
Vizepräsident-sb,Leyen-nk
Ernennung-nk,galt-rc
Hubschrauber-sb,suchten-ROOT
Ärztin-sb,sucht-ROOT
.-nk,suspendierte-ROOT
Arvo-pnc,gespielt-oc
Physikpuzzles-nk,schob-ROOT
Berlinale-nk,gehen-oc
Regisseur-sb,holte-ROOT
Kollektivstrafen-nk,veröffentlichen-oc
Mario-pnc,Vorsitzenden-nk
Betreiber-sb,kann-ROOT
Muslime-oa,bekanntzugeben-oc
Mitarbeiter-oa,schulen-oc
Gegenspieler-oa,Legten-ROOT
Pandemie-nk,könnte-ROOT
Dietmar-pnc,Rummenigge-nk
Eiszeit-sb,Todesopfer-nk
Mittwoch-nk,gilt-ROOT
Design-sb,arbeite-rs
Ereignissen-nk,stieß-cj
Kind-nk,umgehe-oc
Bernie-sb,gelten-rs
Internetplattformen-nk,müsse-ROOT
Mehrheit-sb,Hopp-nk
Bundesverkehrsminister-sb,diskutiert-oc
Einbürgerung-sb,Tokio-nk
Entwickler-sb,schlossen-ROOT
Stereotype-sb,wiederholt-oc
Tonnen-nk,eingespart-oc
Konformität-nk,führt-ROOT
Wahlgang-nk,vorsieht-rc
Schuh-nk,gehen-cj
Förderung-nk,bekommen-oc
Opern-oa,gibt-ROOT
Wolfsburg-nk,gab-cj
Dienst-sb,herrschen-ROOT
Hände-sb,waschen-ROOT
Kontakte-oa,meiden-cj
Chef-nk,geraten-oc
Angeklagten-oa,erwarteten-ROOT
Dietmar-pnc,gezeigt-oc
Anbieter-sb,könne-ROOT
Berlinale-sb,Position-nk
Grundgesamtheit-nk,gewichtet-oc
Varianten-sb,durchgespielt-oc
Spielergenerationen-nk,wecken-oc
Half-Life-nk,bestand-ROOT
Notenbanken-sb,müsste-ROOT
Zentralbank-sb,Montag-nk
Kritik-oa,annehmen-ROOT
Italien-sb,Europa-nk
Morrison-sb,entworfen-oc
Emissionen-oa,senkt-ROOT
Armbanduhr-oa,durchführen-oc
Lager-nk,verstoßen-mo
Getreue-oa,Überrascht-oc
Wissenschaftlern-nk,kritisieren-ROOT
Ministerpräsidentenwahl-nk,gilt-ROOT
Linkspopulist-sb,Sanders-nk
Fraktion-nk,enthielten-ROOT
Stadt-sb,berichtet-oc
Freispruch-oa,lassen-cj
Campus-nk,erinnere-ROOT
Dati-sb,abgestimmt-oc
Entdecken-sb,eingerichtet-oc
Konzerte-sb,geschlossen-pd
Vorkommnisse-oa,umgehen-re
Kritik-oa,schien-mo
Wort-sb,benannt-oc
Baschar-pnc,aufgenommen-oc
Dolchstoßlegende-nk,entlarvt-oc
Sonntagsfrage-nk,umfasst-ROOT
Yogakurs-oa,gab-ROOT
Fanprojekte-oa,erlebt-oc
Zahlen-sb,variieren-ROOT
Vorwurf-oa,kommentiert-ROOT
Paris-nk,dürften-ROOT
Bonelli-sb,Wien-nk
Zeugen-nk,kann-cj
LinkedIn-nk,setze-ROOT
EU-sb,Wiederholung-nk
Heinrich-pnc,Faust-nk
AfD-nk,will-ROOT
Blau-sb,machte-ROOT
Mutter-sb,gemacht-oc
Erlebnisbads-pnc,Sars-CoV-2-nk
Luftverschmutzung-nk,warnen-cj
Menschen-sb,gekommen-oc
Hubschrauber-sb,Piloten-nk
Prozent-sb,Beispiel-nk
Bayern-nk,ermittelt-ROOT
Wuhan-nk,ausbreitete-rc
Vergangenheit-nk,teilte-ROOT
Volkstümliche-sb,Nerv-oa
Gefängnissen-nk,weitergehen-oc
El-pnc,Reihe-nk
Berlin-nk,herstellen-cj
Neuer-nk,besagt-ROOT
Rummenigge-sb,Rummenigge-nk
Resident-sb,gemacht-oc
Schalttagsfeier-oa,herumzureißen-re
Milzbrand-Erreger-nk,–-ROOT
Helmut-pnc,verstarb-ROOT
Entfernung-nk,gelang-ROOT
Jahren-nk,getestet-oc
Förderkürzungen-sb,Kommen-ROOT
England-nk,halten-cj
Konzepte-sb,belegen-mo
Forscher-sb,wollten-ROOT
Virus-sb,Corona-nk
Glück-nk,getroffen-oc
Gesundheitskommission-sb,Festland-nk
Trash-Talk-oa,versuchte-ROOT
Entwicklung-nk,angleichen-oc
Manni-pnc,Wassern-nk
Fridays-pnc,sagen-rs
Schmadtke-sb,geguckt-oc
Langsamkeitsbeschwörungen-nk,ließen-ROOT
Bundestag-sb,Eliten-oa
Ego-Shooter-nk,veröffentlichte-ROOT
Kommissionschefin-sb,Leyen-nk
Liveticker-pnc,drohte-ROOT
Mitarbeiter-sb,befinde-ROOT
Festival-nk,zog-ROOT
Strasser-nk,spielte-rc
Lied-sb,versuche-ROOT
WHO-Experte-sb,berichten-oc
CO2-oa,produziert-ROOT
Menschen-sb,gegeben-oc
Hoffenheim-nk,alarmiert-oc
Fantasy-nk,nutzt-ROOT
Jugendlichen-nk,betrifft-mo
Attentaten-nk,erscheint-ROOT
Virus-sb,Steuer-oa
Disziplinarkodex-sb,beschlossen-rc
Regierungsstellen-sb,Websites-nk
Busstops-nk,hörte-ROOT
Augen-nk,überrannt-oc
Minister-sb,bat-ROOT
Jahren-nk,kümmert-ROOT
Siege-oa,kann-oc
Narzissten-sb,legen-ROOT
Kompromiss-pnc,gilt-ROOT
Pauline-pnc,Verhoeven-nk
Leyen-nk,erweist-ROOT
Spiele-nk,träumt-ROOT
Rappen-sb,funktioniert-ROOT
Samstag-nk,tritt-ROOT
Deals-nk,stellt-ROOT
Spielern-nk,gegangen-oc
Küstenwache-sb,ertrunken-oc
Angaben-sb,Auswertungen-nk
Beleidigungen-sb,gab-ROOT
Grund-nk,kreiert-oc
Steinbach-sb,erörtert-oc
Foto-sb,angeht-re
Motivation-oa,sagt-ROOT
Museen-sb,Stillen-nk
Spieler-sb,Sprungpassagen-nk
Bayern-nk,spricht-ROOT
Steuer-oa,gelang-ROOT
Laschet-sb,kommt-ROOT
Name-sb,Gernandt-nk
Politik-sb,gibt-ROOT
Unions-Politikern-nk,überwinden-oc
Bedingungen-nk,könnten-ROOT
Jörg-pnc,Seite-nk
Krieg-sb,Notarzt-nk
Finanzmitarbeiter-sb,ablaufen-re
Josephine-nk,wusste-ROOT
Substanzen-oa,bekleide-cj
Maßnahmen-sb,ähneln-ROOT
Stadtteil-nk,teilte-ROOT
Zeit-oa,gehen-ROOT
Gott-sb,Arbeitsphasen-nk
Meinung-oa,kann-ROOT
Tat-oa,versuchte-ROOT
Chef-sb,fragt-ROOT
Gabriel-sb,Gespräch-nk
Sommer-nk,teilnehmen-oc
Endeffekt-nk,sagt-ROOT
Verhoeven-sb,Rose-nk
Wette-nk,lecken-cj
Medien-nk,erscheint-ROOT
Stegen-nk,kam-mo
E-Auto-nk,wollen-oc
Stelle-nk,teilzunehmen-oc
Genre-nk,schuf-ROOT
Eltern-nk,wollte-ROOT
Stoßzeiten-nk,auffangen-oc
Küche-nk,beantworten-oc
Straßenbahn-oa,gestalten-oc
Kinder-nk,halten-rc
Studioproduktion-sb,entstand-ROOT
Februar-nk,ging-ROOT
Stadion-nk,schaden-ROOT
Zukunft-oa,begeht-cj
Hausarzt-nk,gehen-oc
Bundesligawochenende-sb,Spielabbruch-nk
Betriebsamkeit-sb,herrscht-ROOT
DTU-nk,anbelangt-rc
Fantasy-sb,Zeit-nk
Reichsbürger-nk,führen-oc
Kinder-sb,Welt-oa
Verzerrungen-sb,lösen-ROOT
Gesellschaftsanalyse-nk,beschäftigt-ROOT
Prozent-sb,Jahr-nk
Großherzogtum-sb,Luxemburg-nk
Mailand-nk,nutzt-ROOT
Gehälter-sb,entscheiden-oc
Finanzklasse-sb,unterscheiden-re
Sprache-oa,heißt-ROOT
Charaktere-sb,gestaltet-cj
Verbreitung-sb,sagte-ROOT
Film-oa,gehörte-re
Messi-sb,Schiedsrichter-nk
SPD-sb,Rassismus-nk
Gehirn-sb,Gehirn-nk
Gilda-pnc,vorgesehen-oc
Weise-nk,mitmachen-mo
Tiere-sb,angenommen-cc
Stevens-sb,wollte-ROOT
Beben-sb,Wahlgängen-nk
Prozent-sb,verbunden-pd
Rituale-oa,Kann-ROOT
318i-subtok,leisten-oc
Fahrer-sb,heißt-ROOT
Zauber-sb,Zeit-oa
Training-nk,begonnen-cj
November-nk,bewirkten-ROOT
Zahl-sb,stieg-ROOT
Díaz-sb,Entscheidung-nk
Expo-nk,bekam-ROOT
Forscher-sb,gefunden-oc
CDU-Fraktion-nk,sollen-ROOT
Film-nk,Stimmt-rs
Kampfsport-oa,ekelt-ROOT
Königshaus-sb,feiert-ROOT
Maske-nk,gab-ROOT
Land-nk,konstatierte-ROOT
Schalke-sb,reagieren-oc
Grün-oa,will-ROOT
Mörder-sb,Zylinder-nk
Nichtzulassung-nk,beschwere-ROOT
Eindruck-sb,Beleidigungen-nk
Weah-nk,sagte-ROOT
Lungenentzündung-nk,sagte-ROOT
Kortright-nk,beigebracht-cj
Gesinnung-sb,herrschen-ROOT
Personen-sb,Kollektivstrafe-nk
Michael-pnc,Müller-nk
Ansicht-nk,soll-ROOT
Design-sb,nachdachte-cc
Karte-oa,finden-ROOT
Design-nk,richtete-ROOT
Neuauflage-nk,spielte-ROOT
Beleidigungen-oa,schauen-oc
Faschismus-sb,arbeitet-ROOT
Geruchsorgan-sb,kann-ROOT
China-nk,gestorben-oc
Alfred-pnc,Seele-nk
Blut-nk,suchen-cj
Olaf-pnc,kam-mo
Lobo-sb,Anlass-oa
Nase-nk,bezeichnet-oc
Mörder-sb,geht-ROOT
Mittag-nk,geplant-mo
Taekwondo-Kämpferin-sb,Heimat-oa
Kontakte-oa,knüpft-ROOT
Friedrich-pnc,erinnert-ROOT
Alimentation-oa,schwenken-cj
Alizadeh-sb,klären-oc
Konzentration-sb,zeigten-rc
Routen-sb,Wege-oa
Paris-sb,Fahrrad-nk
Eindruck-oa,müsse-ROOT
Montag-nk,betroffen-pd
Vater-nk,sprechen-ROOT
Iran-nk,wiederholt-oc
Summen-nk,leisten-oc
Menschen-sb,infiziert-pd
Ende-nk,gelang-ROOT
Sicherheit-nk,können-ROOT
VfL-nk,gab-ROOT
Informationen-sb,auslösen-oc
o.k.-pnc,Schlagzeilen-nk
Studenten-sb,Mittelpunkt-nk
April-nk,verlautete-ROOT
Filme-sb,wollte-ROOT
Verurteilung-oa,nahmen-ROOT
"-subtok,Wirkung-oa
Mann-sb,ekelt-ROOT
Erden-nk,können-sb
Gefühlen-nk,durchschauen-oc
Wohnzimmer-oa,wohnten-mo
"-pnc,Schunkelhits-nk
Routen-sb,befragen-ROOT
Union-sb,Opportunismus-nk
Verkäuferinnen-oa,erschöpft-cj
Fünfjährigen-nk,starten-ROOT
Widerspruch-sb,Establishment-nk
Produkt-sb,erlebt-ROOT
Menschen-oa,nennen-oc
Zwischensequenzen-nk,erleben-oc
Epidemie-sb,abgeklungen-oc
Hazukashii-oa,gemeint-pd
Infizierte-sb,Anfang-nk
Umverteilungsauftrag-nk,geholt-oc
Gegenzug-nk,gelangen-rc
Problem-sb,Städten-nk
Jasper-pnc,entwarf-ROOT
Zwischenzeit-nk,geschehen-oc
Künstler-sb,nachdenken-ROOT
Familie-nk,erzählte-rs
Demokratie-nk,soll-ROOT
Terroristen-nk,zeigt-ROOT
Deutschland-nk,kommt-oc
Vietnamkrieg-nk,verlegte-mo
Werner-sb,entsteht-ROOT
Stadt-sb,Lungenentzündungsfällen-nk
Unionsfraktion-sb,spricht-ROOT
Grippewellen-sb,Folge-nk
Tempolimit-sb,Strecken-nk
Cardenal-sb,Januar-nk
Frankreich-nk,aufgehen-oc
Medien-nk,beschreiben-ROOT
Beleidigungen-oa,müsse-ROOT
Schritte-oa,abgeschafft-ROOT
Läden-nk,versucht-oc
Get-pnc,geklungen-oc
SPIEGEL-sb,wollen-ROOT
Symbolfigur-nk,gilt-cj
Infizierten-nk,visualisieren-ROOT
Fendrich-sb,Serbien-nk
Scientists-nk,lassen-oc
Fans-sb,gäbe-cj
Sozialisten-sb,versucht-cj
Kurt-pnc,Berlin-nk
Anfangsphase-nk,entwickelte-ROOT
Kollege-sb,ging-ROOT
Nutzern-nk,berücksichtigt-oc
The-pnc,German-nk
Werbekampagne-nk,verraten-oc
Wohnung-oa,zahlen-oc
Experten-sb,Umfrage-nk
Großherzogtum-sb,steigen-ROOT
Oscar-pnc,Montag-nk
Menschen-sb,Vorerkrankungen-nk
Jürgen-pnc,stammt-cj
Angst-sb,steigen-oc
’s-pnc,–-nk
München-sb,Berlin-nk
Gitarrist-sb,Coverversionen-oa
Wettbewerbsteilnahme-oa,stimmen-mo
Trainer-sb,hielt-cj
Möglichstes-oa,dachte-ROOT
Auffassung-oa,teilen-ROOT
Anne-pnc,wandern-re
Festspiel-Abbruch-oa,forderten-ROOT
Text-sb,erschien-ROOT
Abschnitte-sb,Anspruch-oa
Buch-nk,schreiben-mo
Januar-nk,angekündigt-oc
Fehlverhalten-nk,sorgt-ROOT
Datenschutzgesetze-sb,geschrieben-oc
Totalitarismus-nk,verankert-pd
Francis-sb,geklärt-pd
Zivilbeamter-sb,Zelle-nk
Dichter-sb,begonnen-oc
Präsident-sb,Mailand-nk
Lösung-sb,Strukturen-oa
Mundschutz-Bastelkurse-sb,Witze-nk
Senta-pnc,vereint-rs
Karneval-sb,verteidigte-ROOT
Verhaftung-sb,sprach-ROOT
Corona-pnc,Karten-nk
Hidalgo-oa,machte-ROOT
Satire-nk,verfilmte-ROOT
Sydney-nk,gezeigt-oc
Coronavirus-Epidemie-sb,lassen-ROOT
Verzögerungen-nk,erschien-ROOT
Albumtitel-sb,nachdenken-ROOT
Teilen-sb,Finanzmärkten-nk
Bühne-nk,stand-ROOT
Karriere-sb,Austropop-nk
Vertreter-sb,Rassismus-nk
Mesa-sb,drehen-ROOT
Antirassismus-nk,berufen-oc
Kompromiss-sb,Angelegenheit-nk
Clemens-pnc,München-oa
Patient-sb,reicht-ROOT
Christian-pnc,Regierung-nk
Schunkelhits-nk,gehört-ROOT
Finanzwesen-sb,bereitstellt-mo
Berrys-subtok,Scanty-nk
Anstaltsleiter-sb,gefunden-oc
Syprolux-nk,hören-oc
Mäzen-nk,handeln-re
Messegelände-oa,machte-ROOT
Regierungsstellen-nk,betreiben-oc
Krise-oa,ziehen-oc
Leitkultur-sb,ausgeübt-ROOT
RKI-sb,Präsidenten-nk
Ausgang-nk,verrät-ROOT
Spiel-nk,darf-par
Ende-sb,Weg-oa
Faschismus-sb,überzeugte-rc
Amt-sb,revidiert-oc
Michael-pnc,führt-ROOT
Tage-sb,abgesagt-oc
Qualifikation-sb,vollzogen-oc
Menschen-sb,Deutschland-nk
Bettel-sb,Aufmerksamkeit-nk
Sonntag-nk,meldete-ROOT
Registrierung-sb,Antworten-oa
Details-oa,gab-ROOT
College-pnc,wechselte-ROOT
Freundin-nk,machte-ROOT
Risikogruppe-nk,empfehlen-oc
November-nk,beruht-ROOT
Küstenwache-sb,teilte-ROOT
Ylva-pnc,bereisten-ROOT
Giffey-nk,müssen-ROOT
Titel-nk,erwartet-ROOT
Geschichte-nk,darf-ROOT
Realität-sb,Dr.-nk
Jugendliche-nk,merkte-ROOT
Frage-sb,Stummfilmklassiker-nk
Touristen-nk,soll-ROOT
Part-oa,musste-rc
Bürger-sb,Religion-nk
a-subtok,kapiert-ROOT
Dax-Exit-pnc,–-nk
Verschiebung-sb,greifen-cj
Jahren-nk,freigesprochen-oc
Risiko-oa,sagte-ROOT
Hamburg-nk,gründete-ROOT
Presse-oa,hieß-ROOT
FDP-Politiker-sb,gescheitert-oc
Städte-sb,sagte-ROOT
Reaktion-oa,versprach-ROOT
Tönnies-nk,lassen-ROOT
Nähe-nk,sieht-cj
64-Jährige-sb,Bayern-nk
Fähigkeit-sb,reden-oc
Fall-sb,Verbrechen-oa
Stühle-sb,Geburtstag-oa
Magazin-sb,hieß-ROOT
Räume-sb,lüften-ROOT
Frauen-sb,kann-ROOT
Veidt-sb,heiratete-ROOT
Versorgung-sb,Deutschland-nk
Kurven-nk,gehören-oc
Mao-nk,vergewaltigten-cj
Hintergrund-nk,sagt-cj
Einzelhandel-sb,Berlin-nk
Freispruch-oa,nahm-ROOT
Montag-nk,informieren-oc
Filmkunst-nk,schließt-ROOT
Bevölkerung-oa,hängt-ROOT
Hintergrund-nk,dürfe-ROOT
A1-nk,montieren-ROOT
Gabriel-sb,Spirale-oa
Michael-pnc,wiedertreffen-oc
Künstlergruppe-oa,gab-ROOT
Dating-"Tatort-subtok,aufgenommen-oc
Partie-sb,Dortmund-nk
Spielunterbrechungen-oa,standen-ROOT
Licht-oa,strahlen-ROOT
Funktionen-nk,decken-rc
Stadion-nk,gab-ROOT
Zuschauerbank-nk,müsste-ROOT
Hunden-nk,wiederfinden-cj
Arbeitsphasen-nk,verschont-pd
Spaßmacher-nk,vorbereitet-ROOT
Balkanroute-nk,entwickeln-cj
Kommissionschefin-nk,erweist-ROOT
Steam-nk,belegen-mo
Armbeuge-nk,husten-ROOT
Volkstümliche-sb,getroffen-oc
Kreuz-Halsband-nk,annehmen-oc
Arvid-pnc,sagt-ROOT
Großteil-sb,hieven-cj
Rauschen-sb,erreicht-mo
Zeit-nk,isoliert-mo
“-sb,verdanken-oc
"-nk,geht-mo
Problem-sb,kommt-ROOT
Schritt-oa,müsse-oc
Konzept-sb,gibt-ROOT
Faschismus-sb,NSU-Terror-nk
Josephine-oa,klang-ROOT
Geschichte-nk,abgekühlt-oc
Giovanni-pnc,heißt-ROOT
New-pnc,soll-ROOT
Fähigkeit-oa,wahrnehmen-oc
Gesundheitssystem-sb,Wochen-oa
Todesopfer-nk,erzählen-oc
Cardenal-pnc,brachten-ROOT
Lesbos-nk,ausgesetzt-oc
Coronavirus-nk,befinde-ROOT
Wertpapieren-nk,quellen-ROOT
BOJ-Chef-sb,Spekulationen-oa
Amerika-nk,missverstanden-oc
Kavalas-pnc,versetzt-oc
Jungen-nk,gegründet-ROOT
Half-Life-nk,revolutionierte-ROOT
Playstation-nk,sagen-ROOT
Landtag-nk,erklärte-ROOT
Trainer-sb,Mund-nk
Handelsketten-sb,berichtet-oc
Spieler-nk,bekam-ROOT
München-nk,standen-ROOT
Forscher-sb,kann-ROOT
Report-nk,entdeckt-oc
Piqué-nk,mithilfe-mo
Hopp-oc,untersagt-rc
Freundin-sb,sagte-ROOT
Entscheidungen-oa,ärgert-ROOT
Twitter-Account-nk,reingekommen-oc
Ort-nk,kann-ROOT
FPÖ-sb,regiert-ROOT
Obrigkeit-sb,Sprung-nk
Bürgermeisterin-sb,setzte-ROOT
Friedenspreis-nk,erhielt-cj
Hamlet-nk,spielte-rc
Angela-pnc,wollen-ROOT
Partner-nk,arbeitet-ROOT
Person-oa,wählen-re
Spieler-sb,Einflussnahme-nk
Wahl-sb,gilt-ROOT
Nostalgie-nk,zeigt-ROOT
Stromkabeln-nk,nehmen-mo
Plywood-oa,entwarf-ROOT
Vermögensteuern-nk,bestreitet-rc
Gähnen-sb,konnten-ROOT
Maßnahmen-sb,Gesicht-nk
Nudeln-sb,Regalmeter-oa
Staat-sb,störst-rc
Menschen-oa,bringen-cj
Anhang-nk,angekündigt-oc
Komponist-sb,Ravel-nk
Sarkozy-nk,gefällt-oc
Mitteilung-nk,heißt-ROOT
Justiz-sb,Kavala-oa
Hierarchien-oa,möchten-rc
Fragen-sb,Hamsterkäufe-oa
Bauer-sb,Eklat-oa
Berlinale-sb,Vietnamkrieg-nk
Armin-pnc,Tatsache-oa
Politiker-sb,verschiebt-ROOT
Demokratie-sb,Migrationspakt-nk
Wissenschaftler-sb,gestritten-oc
Spielende-nk,beschlossen-rc
Kommission-sb,übergehen-oc
Leuten-nk,gerettet-oc
Mittwoch-nk,geben-oc
Rechtsradikale-sb,Leute-oa
AfD-nk,ändert-ROOT
Studierende-sb,hilft-ROOT
Naoto-pnc,ausgezeichnet-oc
Alfred-pnc,Bauer-nk
US-Elektroautobauer-sb,Tesla-nk
Menschen-sb,auswirkt-ROOT
Cesare-sb,Schlaf-nk
Fritz-pnc,bekräftigt-cj
Ares-nk,ansehen-mo
Umweltausschuss-sb,Februar-nk
Fehlerwahrscheinlichkeit-sb,gelungen-oc
Rom-nk,storniert-oc
Janowitz-sb,gelesen-oc
Milliarden-sb,Hilfe-nk
Familie-nk,kam-ROOT
Bojko-pnc,Kanzlerin-nk
Auftraggeber-sb,Tasche-oa
Festivalleitung-sb,trat-ROOT
Rainhard-pnc,erschien-rs
Lungenentzündungen-sb,Lungenentzündung-nk
Szenarien-sb,will-rc
Deutschland-nk,verboten-pd
Kandidaten-nk,knirschte-ROOT
Staat-sb,entwickeln-mo
Kappas-sb,Schwierigkeiten-oa
Emmanuel-pnc,Leyen-nk
Alizadeh-sb,Nürnberg-nk
Doherty-nk,diagnostiziert-oc
Einkommensteuer-nk,geht-mo
Coronavirus-Ausbruch-nk,traten-ROOT
Bundesgerichtshof-sb,griff-rs
Milliarden-sb,Februar-nk
Gruppe-nk,geht-ROOT
Schreibtisch-oa,erinnere-ROOT
Selbstüberschätzung-sb,Narzissmus-nk
Rückgang-oa,sagte-ROOT
Zucman-nk,wollen-ROOT
Besucher-nk,öffnen-oc
Welt-nk,könnten-ROOT
Geld-oa,bleibt-mo
Early-nk,soll-ROOT
Intimität-nk,sagte-ROOT
CDU-sb,fehlen-ROOT
Regalen-nk,greifen-ROOT
Merkmale-oa,arbeitet-ROOT
Papst-sb,Priesteramt-nk
Husten-nk,verbreitet-ROOT
Ende-nk,verleugnet-oc
Remake-sb,dürfte-ROOT
Universität-nk,beschäftigt-ROOT
Fans-nk,redete-ROOT
Aktienmärkte-oa,einbrechen-oc
Flagge-oa,sagte-ROOT
Projektleiter-sb,kreieren-oc
Infektion-oa,behandelt-cj
Grünheide-nk,starten-oc
Euro-nk,steigen-ROOT
Tja-sb,sagt-ROOT
Alltag-sb,Unternehmen-oa
Westküste-nk,aufgestellt-oc
Deutschland-nk,lässt-ROOT
Beschwerden-sb,Durchfall-nk
Taten-sb,befasste-ROOT
George-pnc,spielten-ROOT
Eltern-sb,Beispiel-nk
Kollege-sb,Geldnot-nk
Anerkennung-oa,gebührt-rc
Eurokrise-nk,sieht-ROOT
Lothar-pnc,geht-ROOT
Mohring-sb,verloren-oc
Leinwand-nk,spukt-ROOT
Washington-nk,gegeben-oc
Internet-sb,Account-oa
Flora-sb,Wurzeln-nk
Schätzfragen-nk,landen-oc
Gesellschaft-sb,Köpfen-nk
Luftbrücke-nk,Denken-ROOT
Arvid-pnc,lohnt-ROOT
Zusammenhang-nk,konnte-ROOT
Jahr-nk,handelte-ROOT
Migration-sb,Anspielung-nk
EU-Haushalt-nk,bezeichnete-ROOT
Meinungsumfragen-oc,durchgeführt-oc
Mannschaften-sb,zogen-ROOT
CO2-nk,könnten-ROOT
Staat-sb,Ehre-nk
Amt-sb,Skandal-oa
Gesicht-oa,bestraft-oc
Leonore-pnc,sagte-ROOT
Dach-oa,sieht-ROOT
Jürgen-pnc,Einlaufen-nk
Domvorplatz-sb,März-nk
Atemproblemen-nk,kommt-ROOT
Maschinenbauingenieur-nk,geschnitzt-oc
Steinbach-sb,äußerte-ROOT
Eltern-sb,März-nk
Montero-sb,sagte-ROOT
Nachmittag-sb,gelang-ROOT
Original-nk,funktioniert-ROOT
Nachmittag-oa,sagte-ROOT
Vermisste-oa,kann-ROOT
Robert-pnc,Papier-nk
Hause-nk,abgesagt-oc
Civey-pnc,Nutzer-oa
Regisseure-sb,Ende-nk
Nicolas-nk,soll-ROOT
Josephine-sb,sagte-ROOT
Glorifizierung-nk,bezogen-cj
Merz-sb,Marktliberaler-nk
Millionen-oa,lassen-ROOT
Coronavirus-Fälle-sb,Deutschland-nk
Nähe-sb,halten-ROOT
Beverly-pnc,spielte-ROOT
Venetien-nk,gibt-ROOT
Rolex-oa,zählen-ROOT
Kultur-sb,lesen-ROOT
Betrachter-sb,Richterbank-nk
Vereinbarungen-sb,Merkel-nk
Kommunismus-sb,Gedanken-nk
Tannich-sb,Moment-nk
Fluggesellschaften-sb,klagen-ROOT
Design-sb,Half-Life-nk
Forderung-oa,klingen-ROOT
Virus-sb,Gesellschaft-nk
Experten-sb,beteiligen-cj
Mentor-sb,Einheit-nk
Unterbrechung-nk,zogen-ROOT
Rolle-nk,kam-ROOT
Fernsehauftritten-nk,passiert-ROOT
Oscar-pnc,geboren-oc
Servern-nk,gespeichert-oc
